2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
7.202504723628503,6.384985530654851,7.326829515757013,8.1812667773382,7.2929592118685616,4.075551552111435,4.435387430514709,7.073772414116661,3.7417831336274787,4.834886903198484,3.075410915205146,4.50360865618648
6.319909219479813,6.845443990142409,4.3160147613082405,7.574619530834833,4.838240463730298,5.989795655966165,4.6390598224987105,5.082268624852567,2.028619853110012,1.723266803791621,1.4478958504377144,2.539930999669699
1.8201121156353006,4.7818788354033686,3.7131145123992493,1.9889726109539743,2.28804341762229,1.7439395097238546,1.626657020543236,1.9187069508074657,1.7896221876565503,1.7036290528163867,1.446359432359685,1.1403232802998162
5.762649983753889,7.555234353570223,4.949211104677105,4.505233126058176,2.4754966066692194,1.7593419992796948,1.6277495866500475,1.9187954757576091,1.7896288754529641,1.7036296023333883,1.4463594753527882,1.1403232885980252
1.8201121156353006,2.131968093750975,6.928450584805462,2.253167530899317,2.3077250761693593,1.7455566950155754,1.6267717345855188,1.9187162454897833,1.789622889842126,1.7036291105129564,1.4463594368737482,1.140323281171087
5.366620222522439,5.078137317688418,4.172780404635713,4.8828553683757105,2.5036282302243196,1.761653493899761,1.6279135510967564,1.9188087609440887,1.789629879109248,1.7036296848009393,1.4463594818048833,1.1403232898433606
1.8201121156353006,2.131968093750975,1.8761529519087756,1.8380347613831627,2.2767990408655527,1.7430155916169494,1.6265914829815702,4.765037273412506,6.355771186466713,4.31380236701904,4.6458523444660305,3.4531611509766487
1.8201121156353006,2.131968093750975,1.8761529519087756,1.8380347613831627,2.2767990408655527,1.7430155916169494,1.6265914829815702,1.918701640639648,1.789621786489182,5.046182323460323,3.6538959545100016,3.0236815599285842
1.8201121156353006,4.240491739626782,2.0257197776185194,1.8503242373990536,2.2777145666853422,1.7430908177411306,4.530844815115158,2.154018185632487,5.0048028137277205,4.15240150385393,3.6479370447168873,1.9328591815698868
1.8201121156353006,2.131968093750975,1.8761529519087756,1.8380347613831627,2.2767990408655527,5.370125102379092,1.8838782613809573,1.9395482503673207,1.791196685786518,1.7037584248005382,3.6042643943849337,1.5568260472856843
6.297780635203849,5.026845866472543,4.048033181329167,6.40908284831463,5.749410486725175,4.97957747400563,4.900169240291774,5.738008884337939,5.411584430572248,4.452511090291255,4.643543082640763,3.8772018394853847
1.8201121156353006,2.131968093750975,1.8761529519087756,1.8380347613831627,2.2767990408655527,4.766424200010514,3.6960864121116024,4.654845689833323,3.0333083213167207,5.974728806411411,8.759748426903386,4.08832039838564
6.920037608494208,7.5647143926784635,4.596934293712252,4.658475462914142,6.792987590499177,5.285897328647149,4.105730494067278,6.262638673934266,6.349877133590824,4.360323836479548,4.886211720284669,4.436324040638526
5.596186780749864,7.557263236975264,5.737986874032764,3.669295894585675,5.015375483413331,3.6035833818774905,1.7585697128446147,1.9293951503008133,1.7904296493057947,1.7036953996183934,3.1448455747277277,1.468152443507962
1.8201121156353006,2.131968093750975,1.8761529519087756,1.8380347613831627,2.2767990408655527,1.7430155916169494,1.6265914829815702,1.918701640639648,1.789621786489182,4.2681504707460185,2.5171899432392326,1.3470070215224308
3.4721766892337476,7.4831735451603825,2.25573741360237,1.8692241251732398,2.2791225465883107,2.720466611900628,4.443304527581712,2.1469252513549817,4.837905270259803,1.954097708920639,1.4659555954693833,1.1441055859625435
1.8201121156353006,2.131968093750975,1.8761529519087756,1.8380347613831627,2.2767990408655527,1.7430155916169494,6.070489360761168,5.135680101528155,4.794617142705107,6.206547799957027,3.7427014122352884,1.9432702580564518
5.687476217776068,6.866415396233697,4.358657385690272,4.3230557574258714,8.539318089211388,9.65511683184422,5.271746673215867,5.274590173233301,5.607905289334655,6.586588035832966,6.187717761854129,3.6880214854503075
3.1198961929030316,6.914637179102201,4.47002813506307,4.754068365580296,6.490567546961248,7.637481591844216,5.5417336262819905,5.640827469350355,4.957696891319328,5.407026852180476,2.1961157487810556,2.583148029346451
6.453291641379503,3.8004803176711173,7.651822548550542,4.521174894986398,7.193946012961682,3.8740342090764863,4.6024716323029615,5.253139259259673,6.35271917065311,5.874185051489071,4.477543282443705,2.6376793489688213
3.9597314658968434,2.3166035212284966,1.8892499521987127,1.8391109042389029,2.2768792099931003,1.743022178883648,1.6265919502452748,1.918701678499596,6.172113562473731,2.063725768014345,1.4745326739781837,1.1457610698668104
4.710440210890405,2.3813848712504324,5.888336792374619,4.004168394033583,5.929034139476471,2.7010615512052083,2.916048548841555,5.100840217467503,2.030022881637996,2.335848027547905,3.9555178981485892,2.9001277296212775
1.8201121156353006,2.131968093750975,1.8761529519087756,5.031241149710683,7.446319157719598,5.7589112345532305,1.9114565661265517,5.145475203767319,2.0333949219591076,1.723659157469094,1.447926547399083,3.227030430254854
5.277806538966084,5.472956155053379,2.1131438815768155,1.857507624648919,2.278249705571027,1.743134788564671,1.626599938143617,1.9187023257174607,1.7896218382447708,1.7036290241062255,1.4463594301134597,1.1403232798662664
1.8201121156353006,2.131968093750975,1.8761529519087756,3.835220342787775,6.154512011841663,2.06163611677138,4.448760252431768,2.147367300369075,1.8068967962647395,1.7050484577356715,1.4464704837413214,1.1403447146115875
1.8201121156353006,2.131968093750975,1.8761529519087756,1.8380347613831627,8.327071198123162,2.2401490583024404,1.6618553391454147,1.9215588875277851,1.7898376429845655,1.7036467561611863,1.4463608174337204,1.1403235476365055
1.8201121156353006,2.131968093750975,1.8761529519087756,1.8380347613831627,2.2767990408655527,1.7430155916169494,1.6265914829815702,1.918701640639648,1.789621786489182,1.7036290198536175,1.4463594297807443,2.5788734803350666
1.8201121156353006,2.131968093750975,1.8761529519087756,1.8380347613831627,5.639151009649181,5.56844664706483,2.574092817601341,6.194391924151967,8.414521646915537,6.537065088436842,5.02779588849583,2.02708881905353
3.7537261556768984,7.1547476498607585,4.018561982293109,3.6169593617765203,5.034446262309341,4.176411898906876,3.197062145797406,4.335415759265693,4.668351814888126,4.736591261513706,1.6836522859710568,1.186123782107992
4.480055092026849,4.675108220663306,6.188688386406278,7.14768760358029,4.543270633557082,4.911469627479102,6.996700054597707,6.789814801361153,3.552166791690971,1.8484522750478638,1.4576901095352708,1.1425102433396648
1.8201121156353006,2.131968093750975,1.8761529519087756,5.547792996453248,8.380884301272193,3.7331490152683644,3.687624868028806,4.117424584121601,4.563347968268066,2.744268229322043,1.527776945266605,1.1560378831222748
5.414902109277047,4.69458342486278,7.498172678459732,5.109513753610501,5.8714515159071174,4.078254510925132,6.398809578236718,3.8541548471577896,3.6231938242743063,5.049547063485642,2.8659651786173637,3.5575824029002536
1.8201121156353006,2.131968093750975,1.8761529519087756,1.8380347613831627,2.2767990408655527,1.7430155916169494,1.6265914829815702,5.543181740709512,4.650774808151653,4.491839219577532,3.557507790165673,4.190639338817109
5.284739855409037,2.4309432473012587,5.846085638772978,5.253617817526058,6.795395746822226,5.1192851798233905,5.642871117092844,5.170127755042866,3.2091979863014606,4.129508993653202,1.6361553922397776,1.1769562849241748
3.5990281961594084,6.611448570840726,4.908772951903529,2.0872164270258695,7.5170672144649515,4.1656927136218505,3.8814131899142734,7.505655263195614,5.963598096413551,4.808148600866204,4.053879962755378,3.1900002877372433
5.067431051784641,6.0460750301547,6.068811842444888,3.9018937600629653,5.334742063206869,2.035361539533401,1.6473288626758862,1.9203818826791006,1.789748723772599,1.7036394499252103,1.4463602458085354,1.1403234373056634
1.8201121156353006,6.034533232462913,3.474185466822922,6.961478062227562,2.6957271978828,1.7774377137260062,1.6290331950051062,1.9188994798676824,1.7896367326538238,1.7036302479369911,3.228019845633316,3.559284786997493
5.164036839626511,3.6956290865883634,5.130629717468097,5.069269780017525,2.399568931269663,2.3778995271669046,2.877951159402531,4.951873754406295,1.6073243600073366,1.8784581131953695,1.8189715175664212,3.0915279526133186
3.6760259883064346,3.517237953119328,2.581471873297557,6.1734714514688935,2.578438541752148,3.8754296971634563,3.175562567584052,5.104620333690624,0.3856388679846352,0.03168683694664866,0.002479114292761992,1.5337156877729279
0.0,2.2527786255106053,1.7429338267875292,0.14321186105238556,0.010668815848943868,0.0008766259220343282,6.218291966988676e-05,5.038358621262298e-06,3.8063299289478103e-07,3.12755185840146e-08,2.446933572628945e-09,4.722889198392079e-10
4.319849383547827,5.725466827148657,3.9896026044103867,2.513029729908888,0.18721250610319107,0.015382713330393956,0.0010911632924440558,8.841128739010961e-05,6.6792095312474805e-06,5.488114423092154e-07,4.293790172085948e-08,8.28755445212976e-09
0.0,0.0,6.731228551889948,0.5530856956640087,0.04120307768059711,0.0033855384209280424,0.00024015108197957187,1.9458193354713024e-05,1.4700085741562745e-06,1.2078637779146573e-07,9.45008288640318e-09,1.823984716518147e-09
4.534829173375874,3.732591952103309,2.626604723310767,2.7795758022749264,0.20706931782559665,0.017014290454910447,0.001206898210519021,9.77886859645042e-05,7.387644073774112e-06,6.070214716917027e-07,4.749213716149985e-08,9.166579106093937e-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5028332453925706,4.608230665197929,2.5645753551760166,4.116593471631669,3.04134190435574
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4448072508380894,2.7991034410976363,1.8784545639482197
0.0,2.7623354438406444,0.19594456276972536,0.016100201319214608,0.0011994124072083104,9.855226880427249e-05,3.351346678583425,0.27154219390982653,2.9531893621269143,2.4795374728005894,3.5068143194607533,1.3784247485084302
0.0,0.0,0.0,0.0,0.0,4.92545816143851,0.3493843399923158,0.028308796223777036,0.002138645269598758,0.0001757263325106465,2.8538489900962247,0.550828707404861
3.233366681360775,2.0304375700231985,1.8484271556439444,3.955126058160432,3.0613031796915067,3.0613570479649193,2.1881519599245283,4.247337849207474,1.5078532049636568,1.6083898417843485,3.0263427697212615,1.4127730903189875
0.0,0.0,0.0,0.0,0.0,2.1532477279355957,1.9109058228175007,3.333650614877567,2.0029704661564742,4.672562211888889,5.559999290209435,2.6246401880277768
5.091059601104109,5.075438245028945,2.426770103658297,2.7362313885665,4.323529104010128,3.7701283411726574,3.4683736246297703,4.671086481136358,3.6195528949502993,2.6884345207732614,4.525949450636366,4.663383504118062
3.863506371305804,5.266004397744457,5.057383922293503,1.1511914622396748,3.675444347917319,2.228460137569387,0.15807444685236627,0.012807950419953936,0.0009676025205156266,7.950511694263795e-05,0.940820288269378,0.18159013496723833
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.669513257929111,1.7783967874277926,0.3432529216056309
2.3802043768699734,5.916252019094474,0.4196656918340028,0.03448272322430003,0.0025688502428970355,1.356332234452131,3.781448268736109,0.30639108917348545,2.5467083493162113,0.20925570245856734,0.016371744635806956,0.0031599523895621223
0.0,0.0,0.0,0.0,0.0,0.0,4.344815968093137,2.247125814393952,3.1193639755119382,4.947827510489983,3.158536769930944,1.065822459710819
3.1485656980713532,4.593554092626976,1.2022654356564288,3.0756289055480424,5.222814296224247,4.869995570214123,2.9915812213631368,3.1264468382837665,3.367630233052129,4.792022274145161,3.1502340729142393,0.7072000079079968
0.6960046163808127,4.159155018654944,1.6917015976313023,1.9181693985611088,4.012810356368298,4.237883305500747,2.609017846630468,4.512545964015068,3.6271770916810393,3.1914560789946607,0.02475058656538892,2.0138309595288266
2.0574145950009686,0.9698104884517791,3.5197163615008416,1.968144386416529,3.6609378634466783,1.941099908978881,2.6994068030140346,2.7020669359742753,4.415681646489373,3.148492509284235,2.4205368850210114,1.5314833264301786
2.5183506395375157,0.21731750874867567,0.015415283588716001,0.0012666295285916414,9.435976245316527e-05,7.753270366142337e-06,5.49973456452116e-07,4.456148923999192e-08,5.328045852741545,0.43779020787607825,0.0342518239799135,0.006611032326723926
3.3057436607320625,0.2852644765321279,4.098877361513971,3.0602793871521947,3.9691155849974367,1.2309667460049984,1.7075782541977427,3.3088179633788757,0.24997134563426093,1.1605667231664942,2.830675476173236,1.4893612866462773
0.0,0.0,0.0,3.0299538367333576,5.261412419366822,5.252537335293451,0.37258549966863014,3.206581606373155,0.24224769325558265,0.019904796414860447,0.0015573111752896895,2.253427988886743
3.7505700781855453,3.6042122355548445,0.2556625742901012,0.021007058617373744,0.0015649572477432498,0.00012858803729216454,9.121313199239338e-06,7.39052576472641e-07,5.5833221736586596e-08,4.587655291643963e-09,3.58928908648379e-10,6.92777885189916e-11
0.0,0.0,0.0,2.6574473832712444,5.202206565710442,0.42745035548911414,2.933880912398068,0.23771711375424734,0.017958820177813972,0.0014756246166329064,0.0001154498975080877,2.2283280592313127e-05
0.0,0.0,0.0,0.0,7.2536703069518245,0.59601323248954,0.042277831429031465,0.0034255528302555597,0.00025879031726659674,2.1264056264486395e-05,1.663656927832264e-06,3.211066872505017e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2450286675808817
0.0,0.0,0.0,0.0,4.245992125210604,3.5354959045977026,1.0212369774551031,2.3070579163677065,6.993742356286748,5.995166373910891,3.867214794425849,0.8209717608980164
1.871643083098049,4.458922504292354,2.6067411787611343,2.1331255451797926,3.227224581183965,3.0028397209950097,1.411599142793231,1.952982464472923,3.181808249710285,3.7292513025432443,0.29176910970957765,0.056315103609099804
3.2403649171077156,3.808669717642758,4.539165230021553,5.286361154256711,2.491295073343579,3.255837480682892,5.58812102096943,5.088290234851079,2.4566854489925802,0.20185877958373682,0.015793024290436865,0.003048252092561349
0.0,0.0,0.0,3.9083850380690337,5.919405579411714,3.5202855094690153,2.8337197750479497,2.7140850111255923,2.4069142443482905,1.5219790354258897,0.11907657385813952,0.022983274689060154
4.54334894149468,3.483818762122852,5.253806146475334,4.498487271878931,3.878926958057105,1.5864677735239316,4.084362298628254,1.939150055171203,1.3148822717010138,1.846716998724684,0.9367664429667631,1.8400427731273181
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195382227807947,3.5794423747589574,3.8645220740638964,2.136062063288817,3.1344168847794966
4.585771941091935,0.39572270766500306,3.167256480535596,3.352395123232006,5.211221388935588,3.804491960282274,3.9901483721544726,3.2684590700553526,1.9831967680378384,2.531781695380276,0.19808149982714723,0.038232217923669765
1.9333828252167558,4.3927059989469175,4.382268490077648,0.3600784013997758,4.524373084758092,3.1023441709151798,2.265437565750192,4.749192721359376,4.69625976139548,3.3959511530153197,1.838380031900462,2.257595925902868
3.4301088670914117,3.9751920606960045,4.35657761110939,1.8522027454220786,3.1667264638369597,0.3012843705168032,0.02137142119430177,0.0017316151250949161,0.0001308183670819401,1.0748969078286537e-05,8.409776879687971e-07,1.623192588072301e-07
0.0,4.564301776648828,1.5775427360989327,5.759577752013483,0.5035664624627022,0.04137660830518789,0.0029350242170378287,0.00023780974978386852,1.7965818554042254e-05,1.4761996530850038e-06,1.545803193596701,3.0024732880782627
35.791739785822564,42.80908644523082,37.26560444940591,35.48921139665606,42.98060532656169,32.611753164505906,30.498496991582694,37.627008762403946,36.386101277455865,32.8320180931494,28.627483959582992,22.46504360349765
49.18894093717641,55.129175547687865,48.93277751215585,50.323865696161185,50.097997106839564,39.02576069587475,47.79395634974778,51.615249016406025,43.266747037427855,53.80182996941292,39.76050621359421,39.77694059940286
